#filename,region_count,region_shape_attributes,Detection_time_spent_on_frame (seconds),Total_time_spent_on_frame (seconds),Accumulated_detection_time_spent_on_video(seconds),Accumulated_elapsed_time (seconds),FPS,Precision (%),Mean Precision (%),Histogram Limits,HistogramDetection_time_spent_on_frame (seconds),Histogram Total_time_spent_on_frame (seconds)
frame0.jpg,0,,0.8156096935,0.8158631325,0.8156096935,0.8158631325,1.1090200439,100,81.103509426,0.7,0,0
frame680.jpg,1,"name:rect,x: 120 ,y: 43,width: 182, height: 196",0.9118628502,0.9139425755,572.8858847618,573.2433969975,1.1090200439,77.0598911071,81.103509426,,,
frame681.jpg,1,"name:rect,x: 120 ,y: 44,width: 182, height: 196",0.8992834091,0.9014236927,573.7851681709,574.1448206902,1.1090200439,76.3557483731,81.103509426,,,
frame682.jpg,1,"name:rect,x: 120 ,y: 44,width: 183, height: 196",0.8978364468,0.90000844,574.6830046177,575.0448291302,1.1090200439,75.941804503,81.103509426,,,
frame683.jpg,1,"name:rect,x: 120 ,y: 44,width: 184, height: 196",0.9016485214,0.903939724,575.5846531391,575.9487688541,1.1090200439,75.5323246217,81.103509426,,,
frame684.jpg,1,"name:rect,x: 120 ,y: 43,width: 183, height: 197",0.923199892,0.9253373146,576.5078530312,576.8741061687,1.1090200439,76.2529701055,81.103509426,,,
frame685.jpg,1,"name:rect,x: 119 ,y: 44,width: 184, height: 196",0.8987505436,0.9008796215,577.4066035748,577.7749857903,1.1090200439,75.5323246217,81.103509426,,,
frame686.jpg,1,"name:rect,x: 121 ,y: 44,width: 183, height: 196",0.9010350704,0.9032258987,578.3076386452,578.678211689,1.1090200439,75.941804503,81.103509426,,,
frame687.jpg,1,"name:rect,x: 120 ,y: 44,width: 185, height: 196",0.9016079903,0.9039657116,579.2092466354,579.5821774006,1.1090200439,75.1272369069,81.103509426,,,
frame688.jpg,1,"name:rect,x: 121 ,y: 44,width: 183, height: 195",0.9073698521,0.9096524715,580.1166164875,580.4918298721,1.1090200439,76.3281532346,81.103509426,,,
frame689.jpg,1,"name:rect,x: 122 ,y: 43,width: 182, height: 197",0.9110169411,0.9131224155,581.0276334286,581.4049522877,1.1090200439,76.6702780787,81.103509426,,,
frame690.jpg,1,"name:rect,x: 122 ,y: 43,width: 183, height: 197",0.918964386,0.9211280346,581.9465978146,582.3260803223,1.1090200439,76.2529701055,81.103509426,,,
frame691.jpg,1,"name:rect,x: 123 ,y: 43,width: 180, height: 197",0.9332900047,0.9356124401,582.8798878193,583.2616927624,1.1090200439,77.5187484201,81.103509426,,,
frame692.jpg,1,"name:rect,x: 124 ,y: 44,width: 184, height: 195",0.9166002274,0.9187467098,583.7964880466,584.1804394722,1.1090200439,75.9166067577,81.103509426,,,
frame693.jpg,1,"name:rect,x: 123 ,y: 44,width: 182, height: 196",0.9218666553,0.9240310192,584.718354702,585.1044704914,1.1090200439,76.3557483731,81.103509426,,,
frame694.jpg,1,"name:rect,x: 124 ,y: 44,width: 180, height: 196",0.9039566517,0.9060049057,585.6223113537,586.0104753971,1.1090200439,77.1973232863,81.103509426,,,
frame695.jpg,1,"name:rect,x: 126 ,y: 44,width: 172, height: 197",0.9668121338,0.9690971375,586.5891234875,586.9795725346,1.1090200439,80.3511852502,81.103509426,,,
frame696.jpg,1,"name:rect,x: 127 ,y: 43,width: 171, height: 197",0.9028325081,0.9050626755,587.4919559956,587.88463521,1.1090200439,81.5814365947,81.103509426,,,
frame697.jpg,1,"name:rect,x: 126 ,y: 43,width: 156, height: 198",0.8970615864,0.8993048668,588.3890175819,588.7839400768,1.1090200439,88.9400921659,81.103509426,,,
frame698.jpg,1,"name:rect,x: 130 ,y: 45,width: 143, height: 193",0.9062349796,0.9085662365,589.2952525616,589.6925063133,1.1090200439,85.1167280398,81.103509426,,,
frame699.jpg,1,"name:rect,x: 129 ,y: 44,width: 132, height: 196",0.9009919167,0.9031260014,590.1962444782,590.5956323147,1.1090200439,91.6232771822,81.103509426,,,
frame700.jpg,1,"name:rect,x: 130 ,y: 43,width: 126, height: 197",0.9004535675,0.9028494358,591.0966980457,591.4984817505,1.1090200439,96.4322937545,81.103509426,,,
frame701.jpg,1,"name:rect,x: 130 ,y: 43,width: 124, height: 197",0.9024422169,0.9046571255,591.9991402626,592.403138876,1.1090200439,76.8215417107,81.103509426,,,
frame702.jpg,1,"name:rect,x: 131 ,y: 44,width: 119, height: 195",0.9022066593,0.9044189453,592.9013469219,593.3075578213,1.1090200439,80.0902281239,81.103509426,,,
frame703.jpg,1,"name:rect,x: 132 ,y: 44,width: 118, height: 196",0.9113123417,0.9135878086,593.8126592636,594.2211456299,1.1090200439,80.353559076,81.103509426,,,
frame704.jpg,1,"name:rect,x: 132 ,y: 44,width: 119, height: 195",0.8921966553,0.8942370415,594.7048559189,595.1153826714,1.1090200439,80.0902281239,81.103509426,,,
frame705.jpg,1,"name:rect,x: 131 ,y: 44,width: 119, height: 195",0.9009046555,0.9030125141,595.6057605743,596.0183951855,1.1090200439,80.0902281239,81.103509426,,,
frame706.jpg,1,"name:rect,x: 132 ,y: 44,width: 116, height: 196",0.9400193691,0.9422080517,596.5457799435,596.9606032372,1.1090200439,81.7214574196,81.103509426,,,
frame707.jpg,1,"name:rect,x: 133 ,y: 42,width: 109, height: 197",0.912576437,0.9146316051,597.4583563805,597.8752348423,1.1090200439,88.1409364859,81.103509426,,,
frame708.jpg,1,"name:rect,x: 132 ,y: 43,width: 109, height: 195",0.8972086906,0.8994596004,598.3555650711,598.7746944427,1.1090200439,88.185929414,81.103509426,,,
frame709.jpg,1,"name:rect,x: 131 ,y: 42,width: 104, height: 197",0.9075815678,0.9099066257,599.2631466389,599.6846010685,1.1090200439,90.5442471488,81.103509426,,,
frame710.jpg,1,"name:rect,x: 130 ,y: 41,width: 103, height: 198",0.9118556976,0.9140539169,600.1750023365,600.5986549854,1.1090200439,83.9190628328,81.103509426,,,
frame711.jpg,1,"name:rect,x: 130 ,y: 41,width: 102, height: 199",0.9052882195,0.9075415134,601.080290556,601.5061964989,1.1090200439,84.3108647019,81.103509426,,,
frame712.jpg,1,"name:rect,x: 128 ,y: 40,width: 99, height: 200",0.9025952816,0.904715538,601.9828858376,602.4109120369,1.1090200439,87.2246696035,81.103509426,,,
frame713.jpg,1,"name:rect,x: 126 ,y: 38,width: 100, height: 201",0.9362819195,0.9385204315,602.919167757,603.3494324684,1.1090200439,85.7142857143,81.103509426,,,
frame714.jpg,1,"name:rect,x: 126 ,y: 35,width: 100, height: 205",0.8971498013,0.8993279934,603.8163175583,604.2487604618,1.1090200439,77.6585365854,81.103509426,,,
frame715.jpg,1,"name:rect,x: 127 ,y: 35,width: 94, height: 204",0.9300279617,0.9322080612,604.74634552,605.180968523,1.1090200439,83.0204422194,81.103509426,,,
frame716.jpg,1,"name:rect,x: 126 ,y: 34,width: 94, height: 204",0.9349474907,0.9372155666,605.6812930107,606.1181840897,1.1090200439,83.0204422194,81.103509426,,,
frame717.jpg,1,"name:rect,x: 126 ,y: 34,width: 91, height: 201",0.908875227,0.9111950397,606.5901682377,607.0293791294,1.1090200439,87.0373407687,81.103509426,,,
frame718.jpg,1,"name:rect,x: 126 ,y: 34,width: 90, height: 202",0.9248578548,0.9271388054,607.5150260925,607.9565179348,1.1090200439,85.5378421024,81.103509426,,,
frame719.jpg,1,"name:rect,x: 126 ,y: 34,width: 91, height: 203",0.8990008831,0.9012801647,608.4140269756,608.8577980995,1.1090200439,86.1798300222,81.103509426,,,
frame720.jpg,1,"name:rect,x: 125 ,y: 34,width: 89, height: 202",0.9187252522,0.9210834503,609.3327522278,609.7788815498,1.1090200439,82.4925975774,81.103509426,,,
frame721.jpg,1,"name:rect,x: 125 ,y: 34,width: 87, height: 203",0.9144809246,0.9167699814,610.2472331524,610.6956515312,1.1090200439,80.0010720412,81.103509426,,,
frame722.jpg,1,"name:rect,x: 125 ,y: 33,width: 83, height: 202",0.9199943542,0.9223051071,611.1672275066,611.6179566383,1.1090200439,76.1383844371,81.103509426,,,
frame723.jpg,1,"name:rect,x: 125 ,y: 33,width: 81, height: 205",0.89301157,0.8950996399,612.0602390766,612.5130562782,1.1090200439,73.0605512398,81.103509426,,,
frame724.jpg,1,"name:rect,x: 122 ,y: 33,width: 80, height: 203",0.9052662849,0.9074172974,612.9655053616,613.4204735756,1.1090200439,67.2821846554,81.103509426,,,
frame725.jpg,1,"name:rect,x: 122 ,y: 34,width: 80, height: 201",0.9041974545,0.9064569473,613.869702816,614.3269305229,1.1090200439,67.8468397587,81.103509426,,,
frame726.jpg,1,"name:rect,x: 122 ,y: 34,width: 81, height: 199",0.9076476097,0.9098451138,614.7773504257,615.2367756367,1.1090200439,76.9565985513,81.103509426,,,
frame727.jpg,1,"name:rect,x: 122 ,y: 34,width: 82, height: 193",0.8679645061,0.8700413704,615.6453149319,616.1068170071,1.1090200439,76.1543926119,81.103509426,,,
frame728.jpg,1,"name:rect,x: 120 ,y: 33,width: 84, height: 195",0.9000844955,0.9021830559,616.5453994274,617.0090000629,1.1090200439,74.4058921687,81.103509426,,,
frame729.jpg,1,"name:rect,x: 122 ,y: 33,width: 84, height: 206",0.8619735241,0.8640768528,617.4073729515,617.8730769157,1.1090200439,78.4494086728,81.103509426,,,
frame730.jpg,1,"name:rect,x: 119 ,y: 33,width: 85, height: 199",0.8701615334,0.8723101616,618.2775344849,618.7453870773,1.1090200439,74.7988212626,81.103509426,,,
frame731.jpg,1,"name:rect,x: 119 ,y: 32,width: 85, height: 196",0.8756072521,0.8775997162,619.153141737,619.6229867935,1.1090200439,73.2261169942,81.103509426,,,
frame732.jpg,1,"name:rect,x: 117 ,y: 32,width: 86, height: 197",0.872658968,0.874663353,620.025800705,620.4976501465,1.1090200439,70.8656187735,81.103509426,,,
frame733.jpg,1,"name:rect,x: 117 ,y: 33,width: 85, height: 192",0.8907766342,0.8928673267,620.9165773392,621.3905174732,1.1090200439,68.9944134078,81.103509426,,,
frame734.jpg,1,"name:rect,x: 114 ,y: 33,width: 89, height: 187",0.8621435165,0.8640577793,621.7787208557,622.2545752525,1.1090200439,66.4924032021,81.103509426,,,
frame735.jpg,1,"name:rect,x: 115 ,y: 34,width: 87, height: 200",0.8739500046,0.8759436607,622.6526708603,623.1305189133,1.1090200439,70.3180212014,81.103509426,,,
frame736.jpg,1,"name:rect,x: 116 ,y: 33,width: 88, height: 203",0.8762960434,0.8782794476,623.5289669037,624.0087983608,1.1090200439,77.9780564263,81.103509426,,,
frame737.jpg,1,"name:rect,x: 114 ,y: 35,width: 93, height: 204",0.8578209877,0.8598954678,624.3867878914,624.8686938286,1.1090200439,73.4239932532,81.103509426,,,
frame738.jpg,1,"name:rect,x: 115 ,y: 34,width: 96, height: 203",0.8737750053,0.8757922649,625.2605628967,625.7444860935,1.1090200439,71.4798850575,81.103509426,,,
frame739.jpg,1,"name:rect,x: 114 ,y: 34,width: 101, height: 206",0.867521286,0.8695867062,626.1280841827,626.6140727997,1.1090200439,66.9518408151,81.103509426,,,
frame740.jpg,1,"name:rect,x: 113 ,y: 34,width: 104, height: 207",0.8920264244,0.8941676617,627.0201106071,627.5082404614,1.1090200439,64.7064288369,81.103509426,,,
frame741.jpg,1,"name:rect,x: 113 ,y: 34,width: 105, height: 206",0.8624577522,0.8646640778,627.8825683594,628.3729045391,1.1090200439,64.4012944984,81.103509426,,,
frame742.jpg,1,"name:rect,x: 111 ,y: 34,width: 108, height: 206",0.8788192272,0.8809399605,628.7613875866,629.2538444996,1.1090200439,67.195269453,81.103509426,,,
frame743.jpg,1,"name:rect,x: 111 ,y: 34,width: 108, height: 205",0.873226881,0.8754546642,629.6346144676,630.1292991638,1.1090200439,67.521944632,81.103509426,,,
frame744.jpg,1,"name:rect,x: 110 ,y: 33,width: 109, height: 205",0.8761615753,0.8783526421,630.5107760429,631.0076518059,1.1090200439,67.4647572164,81.103509426,,,
frame745.jpg,1,"name:rect,x: 110 ,y: 33,width: 112, height: 204",0.9879407883,0.9899349213,631.4987168312,631.9975867271,1.1090200439,65.9795168067,81.103509426,,,
frame746.jpg,1,"name:rect,x: 110 ,y: 34,width: 112, height: 204",0.8734023571,0.875783205,632.3721191883,632.8733699322,1.1090200439,72.3910863024,81.103509426,,,
frame747.jpg,1,"name:rect,x: 111 ,y: 33,width: 112, height: 206",0.8989799023,0.9011454582,633.2710990906,633.7745153904,1.1090200439,72.3084257975,81.103509426,,,
frame748.jpg,1,"name:rect,x: 111 ,y: 33,width: 114, height: 206",0.8648171425,0.8670444489,634.1359162331,634.6415598392,1.1090200439,71.0398569239,81.103509426,,,
frame749.jpg,1,"name:rect,x: 113 ,y: 34,width: 118, height: 206",0.8673198223,0.8695251942,635.0032360554,635.5110850334,1.1090200439,68.0578902054,81.103509426,,,
frame750.jpg,1,"name:rect,x: 116 ,y: 34,width: 113, height: 205",0.8787839413,0.880764246,635.8820199966,636.3918492794,1.1090200439,71.4039917412,81.103509426,,,
frame751.jpg,1,"name:rect,x: 115 ,y: 34,width: 120, height: 205",0.8689219952,0.8710701466,636.7509419918,637.262919426,1.1090200439,67.252765061,81.103509426,,,
frame752.jpg,1,"name:rect,x: 116 ,y: 33,width: 118, height: 206",0.8680832386,0.8700799942,637.6190252304,638.1329994202,1.1090200439,68.6317261807,81.103509426,,,
frame753.jpg,1,"name:rect,x: 116 ,y: 34,width: 117, height: 207",0.874093771,0.8762664795,638.4931190014,639.0092658997,1.1090200439,68.3071352152,81.103509426,,,
frame754.jpg,1,"name:rect,x: 116 ,y: 34,width: 118, height: 206",0.8749837875,0.8772404194,639.3681027889,639.886506319,1.1090200439,68.0578902054,81.103509426,,,
frame755.jpg,1,"name:rect,x: 118 ,y: 34,width: 118, height: 206",0.9564528465,0.9585673809,640.3245556355,640.8450737,1.1090200439,68.0578902054,81.103509426,,,
frame756.jpg,1,"name:rect,x: 120 ,y: 34,width: 114, height: 206",0.9060204029,0.9081263542,641.2305760384,641.7532000542,1.1090200439,74.6648566095,81.103509426,,,
frame757.jpg,1,"name:rect,x: 122 ,y: 36,width: 111, height: 202",0.901958704,0.9041507244,642.1325347424,642.6573507786,1.1090200439,76.8050780217,81.103509426,,,
frame758.jpg,1,"name:rect,x: 124 ,y: 26,width: 109, height: 214",0.8883988857,0.8905289173,643.0209336281,643.5478796959,1.1090200439,75.8295464289,81.103509426,,,
frame759.jpg,1,"name:rect,x: 128 ,y: 34,width: 107, height: 205",0.8821954727,0.8842139244,643.9031291008,644.4320936203,1.1090200439,79.9164509831,81.103509426,,,
frame760.jpg,1,"name:rect,x: 127 ,y: 35,width: 110, height: 202",0.8849620819,0.8871438503,644.7880911827,645.3192374706,1.1090200439,78.1925343811,81.103509426,,,
frame761.jpg,1,"name:rect,x: 129 ,y: 34,width: 109, height: 204",0.8855512142,0.8878014088,645.6736423969,646.2070388794,1.1090200439,78.8389177567,81.103509426,,,
frame762.jpg,1,"name:rect,x: 131 ,y: 33,width: 108, height: 204",0.8878848553,0.8901433945,646.5615272522,647.0971822739,1.1090200439,80.2832244009,81.103509426,,,
frame763.jpg,1,"name:rect,x: 132 ,y: 33,width: 108, height: 204",0.898680687,0.9009335041,647.4602079391,647.998115778,1.1090200439,78.6533531237,81.103509426,,,
frame764.jpg,1,"name:rect,x: 133 ,y: 34,width: 106, height: 204",0.8945345879,0.8968048096,648.354742527,648.8949205875,1.1090200439,77.7858176556,81.103509426,,,
frame765.jpg,1,"name:rect,x: 133 ,y: 34,width: 107, height: 204",0.898900032,0.9010829926,649.2536425591,649.7960035801,1.1090200439,77.0747445779,81.103509426,,,
frame766.jpg,1,"name:rect,x: 136 ,y: 36,width: 99, height: 202",0.8989479542,0.9010789394,650.1525905132,650.6970825195,1.1090200439,77.3291925466,81.103509426,,,
frame767.jpg,1,"name:rect,x: 137 ,y: 36,width: 95, height: 202",0.9218506813,0.9240825176,651.0744411945,651.6211650372,1.1090200439,76.7838676319,81.103509426,,,
frame768.jpg,1,"name:rect,x: 138 ,y: 35,width: 95, height: 204",0.9033184052,0.9057672024,651.9777595997,652.5269322395,1.1090200439,76.7154973015,81.103509426,,,
frame769.jpg,1,"name:rect,x: 138 ,y: 36,width: 89, height: 203",0.8900239468,0.8922803402,652.8677835464,653.4192125797,1.1090200439,81.517264094,81.103509426,,,
frame770.jpg,1,"name:rect,x: 140 ,y: 37,width: 80, height: 199",0.8837137222,0.8859531879,653.7514972687,654.3051657677,1.1090200439,91.5144007433,81.103509426,,,
frame771.jpg,1,"name:rect,x: 139 ,y: 35,width: 90, height: 203",0.9076855183,0.9100241661,654.6591827869,655.2151899338,1.1090200439,81.3573180703,81.103509426,,,
frame772.jpg,1,"name:rect,x: 138 ,y: 36,width: 93, height: 203",0.8886294365,0.8909139633,655.5478122234,656.1061038971,1.1090200439,78.0387829103,81.103509426,,,
frame773.jpg,1,"name:rect,x: 138 ,y: 36,width: 102, height: 202",0.883343935,0.8856236935,656.4311561584,656.9917275906,1.1090200439,71.5524718127,81.103509426,,,
frame774.jpg,1,"name:rect,x: 139 ,y: 37,width: 100, height: 201",0.8954815865,0.8978083134,657.3266377449,657.8895359039,1.1090200439,72.6937269373,81.103509426,,,
frame775.jpg,1,"name:rect,x: 139 ,y: 37,width: 104, height: 202",0.892070055,0.894081831,658.2187077999,658.7836177349,1.1090200439,69.5850798286,81.103509426,,,
frame776.jpg,1,"name:rect,x: 142 ,y: 37,width: 102, height: 202",0.9032697678,0.905374527,659.1219775677,659.6889922619,1.1090200439,70.9347544289,81.103509426,,,
frame777.jpg,1,"name:rect,x: 141 ,y: 37,width: 104, height: 204",0.8963549137,0.8984491825,660.0183324814,660.5874414444,1.1090200439,68.9100321813,81.103509426,,,
frame778.jpg,1,"name:rect,x: 142 ,y: 38,width: 107, height: 203",0.8979160786,0.9000432491,660.91624856,661.4874846935,1.1090200439,66.7544616502,81.103509426,,,
frame779.jpg,1,"name:rect,x: 141 ,y: 38,width: 107, height: 202",0.8886885643,0.8908617496,661.8049371243,662.3783464432,1.1090200439,86.0310421286,81.103509426,,,
frame780.jpg,1,"name:rect,x: 143 ,y: 39,width: 110, height: 200",0.9009578228,0.903200388,662.7058949471,663.2815468311,1.1090200439,83.7614028873,81.103509426,,,
frame781.jpg,1,"name:rect,x: 142 ,y: 39,width: 110, height: 201",0.9092929363,0.9114842415,663.6151878834,664.1930310726,1.1090200439,83.3553675304,81.103509426,,,
frame782.jpg,1,"name:rect,x: 142 ,y: 39,width: 114, height: 200",0.8812887669,0.8834621906,664.4964766502,665.0764932632,1.1090200439,80.8955606877,81.103509426,,,
frame783.jpg,1,"name:rect,x: 143 ,y: 40,width: 112, height: 199",0.9097089767,0.9116854668,665.406185627,665.98817873,1.1090200439,81.9349501459,81.103509426,,,
frame784.jpg,1,"name:rect,x: 144 ,y: 39,width: 110, height: 201",0.8863661289,0.8885917664,666.2925517559,666.8767704964,1.1090200439,90.4516016104,81.103509426,,,
frame785.jpg,1,"name:rect,x: 144 ,y: 39,width: 113, height: 200",0.8790774345,0.8812949657,667.1716291904,667.7580654621,1.1090200439,88.5528232371,81.103509426,,,
frame786.jpg,1,"name:rect,x: 143 ,y: 39,width: 110, height: 200",0.8783948421,0.8806443214,668.0500240326,668.6387097836,1.1090200439,90.8891038607,81.103509426,,,
frame787.jpg,1,"name:rect,x: 144 ,y: 40,width: 109, height: 198",0.8896255493,0.8918352127,668.9396495819,669.5305449963,1.1090200439,91.6807846634,81.103509426,,,
frame788.jpg,1,"name:rect,x: 144 ,y: 40,width: 113, height: 196",0.8879613876,0.8901128769,669.8276109695,670.4206578732,1.1090200439,89.4242476953,81.103509426,,,
frame789.jpg,1,"name:rect,x: 143 ,y: 39,width: 110, height: 199",0.8852756023,0.8875880241,670.7128865719,671.3082458973,1.1090200439,91.3308589608,81.103509426,,,
frame790.jpg,1,"name:rect,x: 143 ,y: 39,width: 107, height: 200",0.8906238079,0.8928964138,671.6035103798,672.2011423111,1.1090200439,93.3520007226,81.103509426,,,
frame791.jpg,1,"name:rect,x: 143 ,y: 39,width: 106, height: 199",0.8982436657,0.9003770351,672.5017540455,673.1015193462,1.1090200439,92.9372248196,81.103509426,,,
frame792.jpg,1,"name:rect,x: 142 ,y: 39,width: 110, height: 200",0.8879616261,0.8901493549,673.3897156715,673.9916687012,1.1090200439,90.8891038607,81.103509426,,,
frame793.jpg,1,"name:rect,x: 143 ,y: 39,width: 106, height: 200",0.9008727074,0.9031231403,674.2905883789,674.8947918415,1.1090200439,92.4922076162,81.103509426,,,
frame794.jpg,1,"name:rect,x: 143 ,y: 39,width: 107, height: 200",0.9055092335,0.9076719284,675.1960976124,675.8024637699,1.1090200439,93.3520007226,81.103509426,,,
frame795.jpg,1,"name:rect,x: 142 ,y: 39,width: 109, height: 199",0.8796062469,0.8816521168,676.0757038593,676.6841158867,1.1090200439,92.1410422146,81.103509426,,,
frame796.jpg,1,"name:rect,x: 142 ,y: 39,width: 109, height: 201",0.8821337223,0.8844971657,676.9578375816,677.5686130524,1.1090200439,91.2542492605,81.103509426,,,
frame797.jpg,1,"name:rect,x: 142 ,y: 39,width: 113, height: 199",0.8843576908,0.8864696026,677.8421952724,678.455082655,1.1090200439,88.9835980886,81.103509426,,,
frame798.jpg,1,"name:rect,x: 152 ,y: 39,width: 114, height: 198",0.9071528912,0.9090921879,678.7493481636,679.3641748428,1.1090200439,76.827209134,81.103509426,,,
frame799.jpg,1,"name:rect,x: 153 ,y: 38,width: 110, height: 197",0.881755352,0.8838729858,679.6311035156,680.2480478287,1.1090200439,78.9862899875,81.103509426,,,
frame800.jpg,1,"name:rect,x: 144 ,y: 39,width: 112, height: 198",0.8880951405,0.8902001381,680.5191986561,681.1382479668,1.1090200439,90.1911161532,81.103509426,,,
frame801.jpg,1,"name:rect,x: 152 ,y: 38,width: 111, height: 198",0.8936684132,0.8960981369,681.4128670692,682.0343461037,1.1090200439,79.4309817219,81.103509426,,,
frame802.jpg,1,"name:rect,x: 144 ,y: 39,width: 113, height: 198",0.893124342,0.8953194618,682.3059914112,682.9296655655,1.1090200439,89.4185845302,81.103509426,,,
frame803.jpg,1,"name:rect,x: 144 ,y: 39,width: 108, height: 199",0.8767781258,0.8791384697,683.182769537,683.8088040352,1.1090200439,92.9657281641,81.103509426,,,
frame804.jpg,1,"name:rect,x: 144 ,y: 40,width: 111, height: 198",0.8754799366,0.8776717186,684.0582494736,684.6864757538,1.1090200439,90.0902479628,81.103509426,,,
frame805.jpg,1,"name:rect,x: 143 ,y: 39,width: 107, height: 196",0.8948607445,0.8970887661,684.953110218,685.5835645199,1.1090200439,95.1920420006,81.103509426,,,
frame806.jpg,1,"name:rect,x: 144 ,y: 38,width: 96, height: 198",0.8985221386,0.9007725716,685.8516323566,686.4843370914,1.1090200439,87.0949824107,81.103509426,,,
frame807.jpg,1,"name:rect,x: 143 ,y: 39,width: 88, height: 196",0.9038109779,0.905787468,686.7554433346,687.3901245594,1.1090200439,78.1977414151,81.103509426,,,
frame808.jpg,1,"name:rect,x: 145 ,y: 39,width: 87, height: 197",0.8765616417,0.8786177635,687.6320049763,688.2687423229,1.1090200439,78.5926063189,81.103509426,,,
frame809.jpg,1,"name:rect,x: 143 ,y: 39,width: 101, height: 197",0.8791029453,0.8813681602,688.5111079216,689.1501104832,1.1090200439,89.4126278142,81.103509426,,,
frame810.jpg,1,"name:rect,x: 141 ,y: 39,width: 109, height: 200",0.8985822201,0.9008796215,689.4096901417,690.0509901047,1.1090200439,91.6955017301,81.103509426,,,
frame811.jpg,1,"name:rect,x: 141 ,y: 39,width: 106, height: 199",0.9039983749,0.9062900543,690.3136885166,690.957280159,1.1090200439,89.5811962,81.103509426,,,
frame812.jpg,1,"name:rect,x: 141 ,y: 39,width: 107, height: 201",0.8864121437,0.8886835575,691.2001006603,691.8459637165,1.1090200439,89.5799284421,81.103509426,,,
frame813.jpg,1,"name:rect,x: 141 ,y: 38,width: 109, height: 202",0.8873274326,0.889434576,692.087428093,692.7353982925,1.1090200439,91.7100732762,81.103509426,,,
frame814.jpg,1,"name:rect,x: 142 ,y: 39,width: 108, height: 201",0.8872697353,0.8895301819,692.9746978283,693.6249284744,1.1090200439,92.0712694878,81.103509426,,,
frame815.jpg,1,"name:rect,x: 143 ,y: 39,width: 108, height: 202",0.8790326118,0.8811795712,693.8537304401,694.5061080456,1.1090200439,91.6304636936,81.103509426,,,
frame816.jpg,1,"name:rect,x: 143 ,y: 39,width: 106, height: 200",0.8876636028,0.8898584843,694.741394043,695.3959665298,1.1090200439,92.4922076162,81.103509426,,,
frame817.jpg,1,"name:rect,x: 143 ,y: 38,width: 107, height: 202",0.8962576389,0.8982963562,695.6376516819,696.294262886,1.1090200439,93.3752808989,81.103509426,,,
frame818.jpg,1,"name:rect,x: 144 ,y: 38,width: 107, height: 202",0.8786067963,0.8806834221,696.5162584782,697.1749463081,1.1090200439,93.3752808989,81.103509426,,,
frame819.jpg,1,"name:rect,x: 143 ,y: 38,width: 108, height: 203",0.8785235882,0.8807563782,697.3947820663,698.0557026863,1.1090200439,92.0921985816,81.103509426,,,
frame820.jpg,1,"name:rect,x: 141 ,y: 38,width: 109, height: 202",0.892963171,0.8952972889,698.2877452374,698.9509999752,1.1090200439,91.7100732762,81.103509426,,,
frame821.jpg,1,"name:rect,x: 141 ,y: 39,width: 108, height: 201",0.8811542988,0.8832404613,699.1688995361,699.8342404366,1.1090200439,90.4173106646,81.103509426,,,
frame822.jpg,1,"name:rect,x: 143 ,y: 38,width: 100, height: 198",0.873165369,0.875369072,700.0420649052,700.7096095085,1.1090200439,88.9765223771,81.103509426,,,
frame823.jpg,1,"name:rect,x: 141 ,y: 38,width: 102, height: 201",0.8828833103,0.8852171898,700.9249482155,701.5948266983,1.1090200439,86.2016881386,81.103509426,,,
frame824.jpg,1,"name:rect,x: 140 ,y: 38,width: 109, height: 203",0.9306242466,0.9328866005,701.8555724621,702.5277132988,1.1090200439,89.6380504377,81.103509426,,,
frame825.jpg,1,"name:rect,x: 141 ,y: 38,width: 106, height: 200",0.8925065994,0.8946089745,702.7480790615,703.4223222733,1.1090200439,90.0285408491,81.103509426,,,
frame826.jpg,1,"name:rect,x: 139 ,y: 38,width: 106, height: 199",0.9345383644,0.936653614,703.6826174259,704.3589758873,1.1090200439,87.1686481726,81.103509426,,,
frame827.jpg,1,"name:rect,x: 143 ,y: 38,width: 98, height: 198",0.8846750259,0.8869352341,704.5672924519,705.2459111214,1.1090200439,86.4853771165,81.103509426,,,
frame828.jpg,1,"name:rect,x: 143 ,y: 38,width: 96, height: 199",0.9025821686,0.90457654,705.4698746204,706.1504876614,1.1090200439,87.8374153205,81.103509426,,,
frame829.jpg,1,"name:rect,x: 142 ,y: 38,width: 105, height: 199",0.9139904976,0.9161083698,706.383865118,707.0665960312,1.1090200439,80.3393546542,81.103509426,,,
frame830.jpg,1,"name:rect,x: 142 ,y: 38,width: 103, height: 199",0.9312553406,0.9334843159,707.3151204586,708.0000803471,1.1090200439,81.8928241753,81.103509426,,,
frame831.jpg,1,"name:rect,x: 143 ,y: 37,width: 100, height: 199",0.8849766254,0.8871691227,708.200097084,708.8872494698,1.1090200439,85.135678392,81.103509426,,,
frame832.jpg,1,"name:rect,x: 147 ,y: 37,width: 87, height: 199",0.924841404,0.9269297123,709.124938488,709.8141791821,1.1090200439,91.3259606792,81.103509426,,,
frame833.jpg,1,"name:rect,x: 144 ,y: 38,width: 103, height: 200",0.8784945011,0.8805334568,710.0034329891,710.6947126389,1.1090200439,81.485062361,81.103509426,,,
frame834.jpg,1,"name:rect,x: 144 ,y: 39,width: 110, height: 198",0.8829855919,0.885137558,710.886418581,711.5798501968,1.1090200439,76.3939504373,81.103509426,,,
